CaseNumber,Initial_Response_SLA_Violated__c
02076433,False
02076445,False
02076446,False
02076447,False
02076448,False
02076457,False
02076460,False
02076461,False
02076468,False
02076472,False
02076482,False
02076488,False
02076493,True
02076494,False
02076503,False
02076506,False
02076512,False
02076519,True
02076524,False
02076527,False
02076528,False
02076530,False
02076533,False
02076542,False
02076546,False
02076566,False
02076571,False
02076581,False
02076590,False
02076597,False
02076604,False
02076606,False
02076616,False
02076618,False
02076624,False
02076629,False
02076632,True
02076634,False
02076635,False
02076657,False
02076673,False
02076679,False
02076683,True
02076684,False
02076698,False
02076707,False
02076710,False
02076714,False
02076716,False
02076722,False
02076725,False
02076732,False
02076734,False
02076736,False
02076737,False
02076738,False
02076750,False
02076751,False
02076758,False
02076762,False
02076765,False
02076769,False
02076771,False
02076783,False
02076787,False
02076789,False
02076792,False
02076800,False
02076801,False
02076804,False
02076810,False
02076812,False
02076817,True
02076819,False
02076822,False
02076823,True
02076834,False
02076842,False
02076858,False
02076859,False
02076860,False
02076861,False
02076862,False
02076866,False
02076875,False
02076929,False
02076930,False
02076970,False
02076978,False
02077008,False
02077020,False
02077049,False
02077051,False
02077061,False
02077070,False
02077078,False
02077084,False
02077085,False
02077096,False
02077101,False
02077102,False
02077108,False
02077109,False
02077111,False
02077112,False
02077113,False
02077114,False
02077118,False
02077120,False
02077122,False
02077125,False
02077126,False
02077131,False
02077133,False
02077135,False
02077137,False
02077140,False
02077144,False
02077147,False
02077148,False
02077152,False
02077155,False
02077158,False
02077159,False
02077162,False
02077167,False
02077168,False
02077170,False
02077176,False
02077178,False
02077194,False
02077200,False
02077204,False
02077213,False
02077220,False
02077228,False
02077251,False
02077252,False
02077266,True
02077267,False
02077268,False
02077284,False
02077286,False
02077289,True
02077294,False
02077306,False
02077307,False
02077308,False
02077311,False
02077312,False
02077313,False
02077314,False
02077319,True
02077322,False
02077324,False
02077326,False
02077328,True
02077329,False
02077336,False
02077340,False
02077348,False
02077354,False
02077357,False
02077360,False
02077372,False
02077380,False
02077382,False
02077388,False
02077397,False
02077399,False
02077400,False
02077401,False
02077402,False
02077411,False
02077414,False
02077418,True
02077423,False
02077433,True
02077455,True
02077503,False
02077508,False
02077509,False
02077511,False
02077512,False
02077515,False
02077535,False
02077546,False
02077555,False
02077556,False
02077559,False
02077567,False
02077596,False
02077601,False
02077608,False
02077612,False
02077621,False
02077623,False
02077630,False
02077633,False
02077635,False
02077640,False
02077645,False
02077649,False
02077670,False
02077671,False
02077680,False
02077683,False
02077689,False
02077692,False
02077695,False
02077703,False
02077706,False
02077713,False
02077717,False
02077720,False
02077724,False
02077725,False
02077730,False
02077735,False
02077737,False
02077741,False
02077747,False
02077762,False
02077769,False
02077773,False
02077777,False
02077778,False
02077789,False
02077791,True
02077792,False
02077807,False
02077812,False
02077830,True
02077861,False
02077873,False
02077902,False
02077905,False
02077909,False
02077932,False
02077939,False
02077948,False
02077955,False
02077958,True
02077968,False
02077969,False
02077972,False
02077983,False
02077985,False
02077986,False
02077988,False
02077991,False
02077992,False
02077994,False
02078009,False
02078036,False
02078044,False
02078046,False
02078048,False
02078049,False
02078054,True
02078055,False
02078056,False
02078057,False
02078060,False
02078067,False
02078070,False
02078074,False
02078077,False
02078080,False
02078084,False
02078091,False
02078092,False
02078094,False
02078097,False
02078112,False
02078133,False
02078152,False
02078158,False
02078166,False
02078189,False
02078190,False
02078194,False
02078196,False
02078197,False
02078200,False
02078216,False
02078229,False
02078241,False
02078244,False
02078245,False
02078253,False
02078254,False
02078255,False
02078268,False
02078271,True
02078276,False
02078297,False
02078300,False
02078302,False
02078312,False
02078319,False
02078328,False
02078334,False
02078340,False
02078341,False
02078347,False
02078352,False
02078371,False
02078376,False
02078382,False
02078383,False
02078387,False
02078389,False
02078392,False
02078393,False
02078399,False
02078409,False
02078411,False
02078412,False
02078414,False
02078449,False
02078465,False
02078466,False
02078472,False
02078474,False
02078506,False
02078518,False
02078521,False
02078533,False
02078556,False
02078557,False
02078569,False
02078571,False
02078584,False
02078602,False
02078603,False
02078616,False
02078617,False
02078620,False
02078621,False
02078623,False
02078627,False
02078629,False
02078633,False
02078640,False
02078655,False
02078661,False
02078663,False
02078665,False
02078668,False
02078677,False
02078679,False
02078687,False
02078698,False
02078701,False
02078704,False
02078713,False
02078717,False
02078718,False
02078727,False
02078734,False
02078747,False
02078748,False
02078753,False
02078755,False
02078756,False
02078767,False
02078771,False
02078791,False
02078813,False
02078815,False
02078816,False
02078818,False
02078822,True
02078833,False
02078837,False
02078852,False
02078858,False
02078861,False
02078864,False
02078874,False
02078883,False
02078884,False
02078899,False
02078902,False
02078903,False
02078910,False
02078937,False
02078952,False
02078965,False
02078971,False
02078975,False
02078996,False
02078998,False
02079000,False
02079005,False
02079006,False
02079009,True
02079031,False
02079037,False
02079045,False
02079046,False
02079049,False
02079052,False
02079055,False
02079065,False
02079068,False
02079069,False
02079083,False
02079092,False
02079093,False
02079095,False
02079096,False
02079097,False
02079098,False
02079105,False
02079107,False
02079108,False
02079109,False
02079172,False
02079175,False
02079179,False
02079195,False
02079198,False
02079206,False
02079208,False
02079215,False
02079219,False
02079238,False
02079256,False
02079284,False
02079289,False
02079309,False
02079334,False
02079342,False
02079347,False
02079348,False
02079359,False
02079382,False
02079388,False
02079390,False
02079398,False
02079411,False
02079429,False
02079431,False
02079433,False
02079442,False
02079457,False
02079458,False
02079467,False
02079480,False
02079491,False
02079520,False
02079531,False
02079540,False
02079544,False
02079547,False
02079549,False
02079551,False
02079559,False
02079565,False
02079567,False
02079572,False
02079573,False
02079583,False
02079606,False
02079614,False
02079615,False
02079619,False
02079644,False
02079646,False
02079652,False
02079653,False
02079654,False
02079657,False
02079659,False
02079678,False
02079685,False
02079687,False
02079695,False
02079699,True
02079701,False
02079735,False
02079758,False
02079761,False
02079777,False
02079812,False
02079816,False
02079817,False
02079821,False
02079822,False
02079842,False
02079844,False
02079851,False
02079855,False
02079856,False
02079857,False
02079868,False
02079869,False
02079877,False
02079881,False
02079884,False
02079889,False
02079891,False
02079896,False
02079911,False
02079912,True
02079914,False
02079915,False
02079930,False
02079933,False
02079934,False
02079936,False
02079937,False
02079938,False
02079953,False
02079956,False
02079963,False
02079989,False
02079995,False
02079998,True
02079999,False
02080003,False
02080005,False
02080026,False
02080027,False
02080034,False
02080048,False
02080068,False
02080078,False
02080084,False
02080085,False
02080095,False
02080105,False
02080108,False
02080113,False
02080115,False
02080119,False
02080124,False
02080130,False
02080133,False
02080142,False
02080203,False
02080212,True
02080215,False
02080237,False
02080240,False
02080253,False
02080264,False
02080270,False
02080282,False
02080291,False
02080293,False
02080308,False
02080311,False
02080314,False
02080318,False
02080320,False
02080321,True
02080333,False
02080335,False
02080341,False
02080343,False
02080348,False
02080355,False
02080360,False
02080369,False
02080370,False
02080371,False
02080374,False
02080379,False
02080382,False
02080386,False
02080387,False
02080388,False
02080397,False
02080410,False
02080414,False
02080417,False
02080428,False
02080435,False
02080437,False
02080438,False
02080458,False
02080467,False
02080491,False
02080494,False
02080525,False
02080530,False
02080546,False
02080548,False
02080554,False
02080557,False
02080558,False
02080567,False
02080576,False
02080583,False
02080584,False
02080591,False
02080593,False
02080594,False
02080603,False
02080612,False
02080613,True
02080622,False
02080623,False
02080624,False
02080626,False
02080627,False
02080632,False
02080639,False
02080646,False
02080647,False
02080656,True
02080660,False
02080689,False
02080717,False
02080727,False
02080746,False
02080752,False
02080767,False
02080779,False
02080784,False
02080790,False
02080807,False
02080814,False
02080825,False
02080843,False
02080846,False
02080851,False
02080858,False
02080886,False
02080887,False
02080888,False
02080917,False
02080918,False
02080933,False
02080935,False
02080946,False
02080948,False
02080957,False
02080963,False
02080965,False
02080968,False
02080970,False
02080974,False
02080977,False
02080989,False
02080990,False
02080991,False
02080994,False
02081010,False
02081020,False
02081023,False
02081024,False
02081026,False
02081029,False
02081058,False
02081087,False
02081092,False
02081109,False
02081128,False
02081130,False
02081131,False
02081132,False
02081134,False
02081141,False
02081154,False
02081157,False
02081167,False
02081170,False
02081179,False
02081190,False
02081197,False
02081199,False
02081220,False
02081224,False
02081225,False
02081226,False
02081237,False
02081248,False
02081249,False
02081253,False
02081263,False
02081271,False
02081272,False
02081277,False
02081285,False
02081294,False
02081297,False
02081311,False
02081314,False
02081316,False
02081319,False
02081335,False
02081337,False
02081354,False
02081357,False
02081358,False
02081364,False
02081365,False
02081366,False
02081371,False
02081378,False
02081381,False
02081401,False
02081400,False
02081417,False
02081421,False
02081434,False
02081441,False
02081454,False
02081474,False
02081475,False
02081485,False
02081493,False
02081494,False
02081497,False
02081503,False
02081511,False
02081512,False
02081521,False
02081530,False
02081531,False
02081535,False
02081536,False
02081549,False
02081565,False
02081567,False
02081570,False
02081571,False
02081579,False
02081581,False
02081583,False
02081587,False
02081595,False
02081608,False
02081610,False
02081613,False
02081619,False
02081625,False
02081626,False
02081627,False
02081628,False
02081637,False
02081650,True
02081661,False
02081668,True
02081699,False
02081709,False
02081724,False
02081737,False
02081738,False
02081750,False
02081765,False
02081789,False
02081806,False
02081810,False
02081811,False
02081813,False
02081817,False
02081826,False
02081828,False
02081841,False
02081853,False
02081854,False
02081856,False
02081857,False
02081858,False
02081863,False
02081868,False
02081869,False
02081876,False
02081890,False
02081892,False
02081893,False
02081897,False
02081905,False
02081914,False
02081931,False
02081933,False
02081938,False
02081940,False
02081944,False
02081949,False
02081954,False
02081956,False
02081959,False
02081962,False
02081964,False
02081977,False
02081980,False
02081983,False
02081985,False
02082012,False
02082064,False
02082076,False
02082089,False
02082093,True
02082095,False
02082123,False
02082130,False
02082138,False
02082148,False
02082149,False
02082155,False
02082160,False
02082169,False
02082173,False
02082179,False
02082182,False
02082185,False
02082186,False
02082193,False
02082194,False
02082196,False
02082197,False
02082202,False
02082204,False
02082215,False
02082222,False
02082227,True
02082231,False
02082232,False
02082233,False
02082235,False
02082238,False
02082239,False
02082256,True
02082273,False
02082295,False
02082296,False
02082298,False
02082311,True
02082367,False
02082380,False
02082438,False
02082439,False
02082440,False
02082444,False
02082445,False
02082448,False
02082451,False
02082452,False
02082453,False
02082454,False
02082457,False
02082465,False
02082466,False
02082468,False
02082473,False
02082475,False
02082476,False
02082488,True
02082495,False
02082500,True
02082516,False
02082517,False
02082539,False
02082540,False
02082541,False
02082547,False
02082558,False
02082580,False
02082584,False
02082613,False
02082616,False
02082617,False
02082626,False
02082645,False
02082651,False
02082655,False
02082663,False
02082676,False
02082691,False
02082697,False
02082708,False
02082711,False
02082719,False
02082727,True
02082732,False
02082736,False
02082748,False
02082749,False
02082755,False
02082768,False
02082778,False
02082782,False
02082785,True
02082788,False
02082794,False
02082807,False
02082808,False
02082814,False
02082817,False
02082818,False
02082819,False
02082828,False
02082832,False
02082839,False
02082841,False
02082845,False
02082849,False
02082853,False
02082865,False
02082866,True
02082883,False
02082886,False
02082887,False
02082907,False
02082954,False
02082969,False
02082988,False
02082996,False
02083001,False
02083011,False
02083027,False
02083032,False
02083037,False
02083040,False
02083042,False
02083058,False
02083066,False
02083071,False
02083076,False
02083088,False
02083098,False
02083101,False
02083102,False
02083105,False
02083110,False
02083113,False
02083114,False
02083121,False
02083125,False
02083137,False
02083139,False
02083141,False
02083148,False
02083149,False
02083151,False
02083152,False
02083156,False
02083157,False
02083167,False
02083169,False
02083173,False
02083174,False
02083183,False
02083197,False
02083198,False
02083206,False
02083210,True
02083220,False
02083231,False
02083255,False
02083261,False
02083272,False
02083287,False
02083294,False
02083304,False
02083306,False
02083316,False
02083330,False
02083335,False
02083336,False
02083340,False
02083342,False
02083357,False
02083370,False
02083376,False
02083380,False
02083382,False
02083384,False
02083385,False
02083400,False
02083425,False
02083429,False
02083431,False
02083434,False
02083435,False
02083441,False
02083448,False
02083455,False
02083457,False
02083467,False
02083474,False
02083485,False
02083493,False
02083496,False
02083501,False
02083504,False
02083509,False
02083513,False
02083520,False
02083523,False
02083533,False
02083537,False
02083583,False
02083586,False
02083603,False
02083619,False
02083636,False
02083656,False
02083669,False
02083677,False
02083678,True
02083683,False
02083690,False
02083697,False
02083704,False
02083712,False
02083715,False
02083730,False
02083732,False
02083736,False
02083737,False
02083739,False
02083744,False
02083746,False
02083747,False
02083755,False
02083765,False
02083773,False
02083777,False
02083781,False
02083785,False
02083796,False
02083799,False
02083827,True
02083830,False
02083832,False
02083859,False
02083862,False
02083881,False
02083901,False
02083925,False
02083940,False
02083946,False
02083953,False
02083958,False
02083961,False
02083964,False
02083987,False
02083992,False
02083999,False
02084002,False
02084007,False
02084019,False
02084022,False
02084046,False
02084050,False
02084051,False
02084072,False
02084083,False
02084085,False
02084088,False
02084093,False
02084105,False
02084115,False
02084118,False
02084154,False
02084165,False
02084167,False
02084188,False
02084191,False
02084194,False
02084211,False
02084267,False
02084268,False
02084281,False
02084304,False
02084310,False
02084313,False
02084315,False
02084321,False
02084323,False
02084327,False
02084331,False
02084340,False
02084346,False
02084348,False
02084361,False
02084365,False
02084374,False
02084380,False
02084399,False
02084403,False
02084405,True
02084408,False
02084411,False
02084412,False
02084414,False
02084418,False
02084421,True
02084428,False
02084434,True
02084439,False
02084442,False
02084462,False
02084472,False
02084481,False
02084483,False
02084484,False
02084487,False
02084488,False
02084489,False
02084492,False
02084498,False
02084502,False
02084511,False
02084528,False
02084531,False
02084552,False
02084576,False
02084602,False
02084629,False
02084635,False
02084653,False
02084676,False
02084701,False
02084710,False
02084711,False
02084716,False
02084730,False
02084733,False
02084743,False
02084744,False
02084751,False
02084755,False
02084756,False
02084757,False
02084768,True
02084772,False
02084773,False
02084774,False
02084775,False
02084777,False
02084779,False
02084784,False
02084785,False
02084787,False
02084788,False
02084792,False
02084800,False
02084805,False
02084812,False
02084818,False
02084821,False
02084822,False
02084824,False
02084832,False
02084837,False
02084838,False
02084843,False
02084845,False
02084886,False
02084890,False
02084895,False
02084898,False
02084906,False
02084920,False
02084929,False
02084934,False
02084939,False
02084944,False
02084950,False
02084954,False
02084958,False
02084959,False
02084981,False
02084984,False
02084985,False
02085009,False
02085028,False
02085038,False
02085040,False
02085050,False
02085057,False
02085059,False
02085064,False
02085065,False
02085068,False
02085074,True
02085088,False
02085090,False
02085091,False
02085115,False
02085117,False
02085125,False
02085135,False
02085138,True
02085145,False
02085147,False
02085154,False
02085165,False
02085224,False
02085251,True
02085282,False
02085288,False
02085296,False
02085301,False
02085308,False
02085314,False
02085338,False
02085344,False
02085355,False
02085360,False
02085361,False
02085369,False
02085379,False
02085380,False
02085389,False
02085392,False
02085398,False
02085408,False
02085410,False
02085414,False
02085415,False
02085421,False
02085422,False
02085433,False
02085440,False
02085469,False
02085472,False
02085481,False
02085487,True
02085494,True
02085499,True
02085510,False
02085511,False
02085524,False
02085529,False
02085552,False
02085567,False
02085580,False
02085589,False
02085593,False
02085597,False
02085617,False
02085620,False
02085625,False
02085631,False
02085635,False
02085636,False
02085639,False
02085648,False
02085652,False
02085654,False
02085661,False
02085671,False
02085676,False
02085687,False
02085705,False
02085719,False
02085721,False
02085734,False
02085739,False
02085755,False
02085761,False
02085767,False
02085769,False
02085776,False
02085779,False
02085780,False
02085783,False
02085784,False
02085802,False
02085807,False
02085810,False
02085818,False
02085831,False
02085845,False
02085851,False
02085865,False
02085878,False
02085880,False
02085901,False
02085908,False
02085912,False
02085938,False
02085940,False
02085956,True
02085971,False
02085972,False
02085973,False
02085980,False
02085981,False
02085986,False
02085988,False
02085998,False
02086002,False
02086004,False
02086023,False
02086027,False
02086031,False
02086037,False
02086048,False
02086053,False
02086064,False
02086068,False
02086071,False
02086085,False
02086089,False
02086092,False
02086107,False
02086109,False
02086117,False
02086119,False
02086121,False
02086131,False
02086139,False
02086148,False
02086167,False
02086177,False
02086185,False
02086187,False
02086188,False
02086190,False
02086204,False
02086206,False
02086212,False
02086230,False
02086232,False
02086233,False
02086237,False
02086239,False
02086240,False
02086241,False
02086250,False
02086257,False
02086278,False
02086295,False
02086306,False
02086307,False
02086311,False
02086323,False
02086324,False
02086341,False
02086356,False
02086361,False
02086364,False
02086368,False
02086371,False
02086383,False
02086390,False
02086392,False
02086399,False
02086413,False
02086414,False
02086425,False
02086431,False
02086444,False
02086460,False
02086461,False
02086465,False
02086466,False
02086467,False
02086469,True
02086471,False
02086496,False
02086498,False
02086520,False
02086523,False
02086542,False
02086543,False
02086544,False
02086566,False
02086570,False
02086571,False
02086586,False
02086595,True
02086596,False
02086603,False
02086606,False
02086628,False
02086629,False
02086634,False
02086641,False
02086642,False
02086644,False
02086645,False
02086652,False
02086657,False
02086692,False
02086693,False
02086697,False
02086699,False
02086703,False
02086706,False
02086709,False
02086711,False
02086713,False
02086720,False
02086741,False
02086742,True
02086743,False
02086746,True
02086756,False
02086757,False
02086758,False
02086759,False
02086764,False
02086772,False
02086785,False
02086793,False
02086794,False
02086799,False
02086807,False
02086811,True
02086815,False
02086830,False
02086833,False
02086839,False
02086866,False
02086875,False
02086876,False
02086878,False
02086904,False
02086932,False
02086963,False
02086964,False
02086966,False
02086970,False
02086978,False
02086984,False
02086988,False
02086995,True
02086999,False
02087003,False
02087006,False
02087016,False
02087019,False
02087024,False
02087026,False
02087029,False
02087032,False
02087033,False
02087042,False
02087043,False
02087051,False
02087064,False
02087066,False
02087067,False
02087072,False
02087076,False
02087077,False
02087088,False
02087095,False
02087107,False
02087117,True
02087121,False
02087124,False
02087127,False
02087128,True
02087132,False
02087137,True
02087187,False
02087231,False
02087234,False
02087257,False
02087286,False
02087294,False
02087299,False
02087302,False
02087326,False
02087338,False
02087341,False
02087342,False
02087345,False
02087350,False
02087369,False
02087372,False
02087380,False
02087385,False
02087390,False
02087394,False
02087399,False
02087400,False
02087401,True
02087410,False
02087411,False
02087432,True
02087434,True
02087437,False
02087442,True
02087446,False
02087450,False
02087454,False
02087463,False
02087475,False
02087477,False
02087481,False
02087487,False
02087490,False
02087497,False
02087502,False
02087523,False
02087540,False
02087542,False
02087587,False
02087595,False
02087597,False
02087602,False
02087610,False
02087611,False
02087622,False
02087628,False
02087631,False
02087635,False
02087636,False
02087647,False
02087653,False
02087656,False
02087665,False
02087671,False
02087678,False
02087685,False
02087696,False
02087697,True
02087704,False
02087714,False
02087717,False
02087726,False
02087737,False
02087739,False
02087740,False
02087742,False
02087743,False
02087745,True
02087746,False
02087749,False
02087750,False
02087752,False
02087755,True
02087767,False
02087780,False
02087812,False
02087823,False
02087828,False
02087853,False
02087855,False
02087859,False
02087864,False
02087867,False
02087868,False
02087873,False
02087889,False
02087893,False
02087895,False
02087896,False
02087897,False
02087903,False
02087915,False
02087924,False
02087931,False
02087941,False
02087959,False
02087969,False
02087974,True
02087988,False
02087989,False
02087993,False
02087994,False
02087997,False
02088001,False
02088006,True
02088009,False
02088021,True
02088022,False
02088030,False
02088036,False
02088041,False
02088047,False
02088048,False
02088049,False
02088063,False
02088064,False
02088066,False
02088086,False
02088091,False
02088092,False
02088121,False
02088142,False
02088152,False
02088172,False
02088194,False
02088225,False
02088227,False
02088229,False
02088230,False
02088237,False
02088256,False
02088263,False
02088279,False
02088290,False
02088292,False
02088298,False
02088303,False
02088305,False
02088306,False
02088322,False
02088325,False
02088327,False
02088334,False
02088336,False
02088340,True
02088343,False
02088344,False
02088347,False
02088349,False
02088353,False
02088367,True
02088370,False
02088371,False
02088372,False
02088374,False
02088380,False
02088399,False
02088407,False
02088414,False
02088428,False
02088516,False
02088517,False
02088522,False
02088525,False
02088526,False
02088531,False
02088544,False
02088557,False
02088568,False
02088576,False
02088582,False
02088590,False
02088592,False
02088594,False
02088605,False
02088606,False
02088609,False
02088618,False
02088622,False
02088623,False
02088630,True
02088631,False
02088648,False
02088654,False
02088660,False
02088667,False
02088681,False
02088687,False
02088691,False
02088692,False
02088700,True
02088708,True
02088723,False
02088727,False
02088731,True
02088736,False
02088737,False
02088741,False
02088755,False
02088783,False
02088798,False
02088806,False
02088819,False
02088835,False
02088840,False
02088876,False
02088881,False
02088915,False
02088931,False
02088935,False
02088936,False
02088942,False
02088945,False
02088949,False
02088951,False
02088952,False
02088953,False
02088956,False
02088965,False
02088966,False
02088981,False
02088988,False
02088992,False
02088996,True
02088997,False
02089002,False
02089007,False
02089016,False
02089031,False
02089033,False
02089034,False
02089037,False
02089040,False
02089046,False
02089049,False
02089050,False
02089051,False
02089054,False
02089056,False
02089059,False
02089063,False
02089066,False
02089074,False
02089079,False
02089101,False
02089108,False
02089109,False
02089110,False
02089117,False
02089137,False
02089151,False
02089154,False
02089181,False
02089198,False
02089201,True
02089214,False
02089224,False
02089230,False
02089237,False
02089244,False
02089246,False
02089249,False
02089252,False
02089269,True
02089270,False
02089285,False
02089311,False
02089316,False
02089318,False
02089319,False
02089327,False
02089328,False
02089329,False
02089333,True
02089335,False
02089339,False
02089340,False
02089343,True
02089347,False
02089366,False
02089368,False
02089380,True
02089383,False
02089397,True
02089401,False
02089416,False
02089423,False
02089430,False
02089432,False
02089445,False
02089449,False
02089462,False
02089468,False
02089477,False
02089479,False
02089509,False
02089518,False
02089523,False
02089524,False
02089526,False
02089531,False
02089537,True
02089548,False
02089549,False
02089550,False
02089556,False
02089559,False
02089564,False
02089576,False
02089578,False
02089584,False
02089587,False
02089588,False
02089600,True
02089619,False
02089623,False
02089624,False
02089630,False
02089636,False
02089644,False
02089650,False
02089653,False
02089654,False
02089659,False
02089671,False
02089675,False
02089695,False
02089714,False
02089715,False
02089730,False
02089734,False
02089767,False
02089772,False
02089802,False
02089811,False
02089824,False
02089831,False
02089837,False
02089841,False
02089842,False
02089847,False
02089855,False
02089863,False
02089864,False
02089867,False
02089871,False
02089878,False
02089884,False
02089902,False
02089915,False
02089918,False
02089935,False
02089936,True
02089940,False
02089944,False
02089945,False
02089946,False
02089949,False
02089954,False
02089966,True
02089972,False
02089977,False
02089982,False
02089998,False
02090019,False
02090029,False
02090041,False
02090051,False
02090054,False
02090061,False
02090067,False
02090071,False
02090072,False
02090080,False
02090090,False
02090093,False
02090095,False
02090103,False
02090112,False
02090117,False
02090118,False
02090128,False
02090129,False
02090132,False
02090136,False
02090143,False
02090150,False
02090163,False
02090176,False
02090182,False
02090188,True
02090189,False
02090190,False
02090193,True
02090198,False
02090205,False
02090206,False
02090215,False
02090221,False
02090239,False
02090258,False
02090271,False
02090274,False
02090293,False
02090294,False
02090319,False
02090320,False
02090323,False
02090328,False
02090334,False
02090337,False
02090338,False
02090343,False
02090350,False
02090355,False
02090375,False
02090387,False
02090388,False
02090407,False
02090424,False
02090443,False
02090467,False
02090473,False
02090482,False
02090484,False
02090492,False
02090518,False
02090521,False
02090525,False
02090527,False
02090542,False
02090549,False
02090552,False
02090556,False
02090564,False
02090571,False
02090572,False
02090575,False
02090579,False
02090582,False
02090585,False
02090593,False
02090598,False
02090599,False
02090605,False
02090608,False
02090613,False
02090619,False
02090622,False
02090628,False
02090631,False
02090642,False
02090645,False
02090646,False
02090648,False
02090649,False
02090656,False
02090660,False
02090675,False
02090679,False
02090685,False
02090705,False
02090720,False
02090728,False
02090765,False
02090768,False
02090772,False
02090783,False
02090792,False
02090807,False
02090812,False
02090815,False
02090817,False
02090820,False
02090829,False
02090830,False
02090831,False
02090841,False
02090843,False
02090855,False
02090857,False
02090863,False
02090868,True
02090879,False
02090880,False
02090883,False
02090895,False
02090904,False
02090907,False
02090908,False
02090911,False
02090912,False
02090923,False
02090928,True
02090936,False
02090937,False
02090941,False
02090942,True
02090943,False
02090944,False
02090948,False
02090952,False
02090956,False
02090967,False
02090974,False
02090978,False
02090981,False
02090992,False
02090995,False
02091043,False
02091054,False
02091064,False
02091070,False
02091074,False
02091077,False
02091102,False
02091103,False
02091118,False
02091119,False
02091122,False
02091130,False
02091137,False
02091152,False
02091153,False
02091160,False
02091165,False
02091174,False
02091179,False
02091201,False
02091202,True
02091203,False
02091211,False
02091213,False
02091216,False
02091230,False
02091237,False
02091238,False
02091244,False
02091256,False
02091260,False
02091265,False
02091266,False
02091269,False
02091276,False
02091290,True
02091315,False
02091318,False
02091352,False
02091355,False
02091356,False
02091386,False
02091391,False
02091399,False
02091411,False
02091434,False
02091438,True
02091439,False
02091447,False
02091456,True
02091457,False
02091473,False
02091475,False
02091477,False
02091496,False
02091499,False
02091503,False
02091508,False
02091510,False
02091517,False
02091519,False
02091522,False
02091523,False
02091525,False
02091537,False
02091541,False
02091542,False
02091550,False
02091559,False
02091560,False
02091570,False
02091573,False
02091582,False
02091588,False
02091595,False
02091603,False
02091610,False
02091615,False
02091617,False
02091618,False
02091632,False
02091645,False
02091673,False
02091699,False
02091703,False
02091724,False
02091733,False
02091748,False
02091750,False
02091756,False
02091758,False
02091763,False
02091770,False
02091781,False
02091797,False
02091801,False
02091802,False
02091806,False
02091809,False
02091818,False
02091820,False
02091826,False
02091837,False
02091846,False
02091851,False
02091859,False
02091862,False
02091873,False
02091880,False
02091881,False
02091883,False
02091885,False
02091886,False
02091887,False
02091890,False
02091891,False
02091896,False
02091902,False
02091905,False
02091912,True
02091920,False
02091923,False
02091924,True
02091925,False
02091936,True
02091937,True
02091965,False
02091990,False
02092009,False
02092014,False
02092028,False
02092038,False
02092042,False
02092055,False
02092078,False
02092081,False
02092083,False
02092089,False
02092101,False
02092105,False
02092106,False
02092130,False
02092132,False
02092134,False
02092156,False
02092158,False
02092160,False
02092170,False
02092173,False
02092178,False
02092181,False
02092185,False
02092207,False
02092208,False
02092214,False
02092219,False
02092223,False
02092228,False
02092233,False
02092235,False
02092236,False
02092242,False
02092246,False
02092252,False
02092262,False
02092265,False
02092268,False
02092271,False
02092274,False
02092276,False
02092286,False
02092289,False
02092323,False
02092325,False
02092340,False
02092343,False
02092346,False
02092355,False
02092368,False
02092392,True
02092408,False
02092411,False
02092424,True
02092429,False
02092442,False
02092443,False
02092448,False
02092449,False
02092452,False
02092454,False
02092456,False
02092466,False
02092469,False
02092471,False
02092472,False
02092481,False
02092491,False
02092496,False
02092497,False
02092501,False
02092502,False
02092508,False
02092514,False
02092515,False
02092518,True
02092520,False
02092524,False
02092528,True
02092533,True
02092537,False
02092540,False
02092548,False
02092557,False
02092558,False
02092569,True
02092572,False
02092582,False
02092585,False
02092586,False
02092595,False
02092608,False
02092610,True
02092611,False
02092613,True
02092624,False
02092628,False
02092629,False
02092647,False
02092653,False
02092660,False
02092661,False
02092663,False
02092675,False
02092680,False
02092718,False
02092722,False
02092727,False
02092730,False
02092737,False
02092741,False
02092743,False
02092744,False
02092746,False
02092752,False
02092753,False
02092759,False
02092760,False
02092761,False
02092762,False
02092767,False
02092770,False
02092779,False
02092783,False
02092787,True
02092788,False
02092792,False
02092801,False
02092804,False
02092807,False
02092813,False
02092827,False
02092845,False
02092847,False
02092850,False
02092857,False
02092858,False
02092860,False
02092861,False
02092864,True
02092869,False
02092870,True
02092874,False
02092875,True
02092876,False
02092884,False
02092887,False
02092898,False
02092904,False
02092907,False
02092914,False
02092924,False
02092930,False
02092934,False
02092952,False
02092969,False
02092972,False
02092987,False
02092994,False
02092998,False
02093008,False
02093009,False
02093013,False
02093019,False
02093030,True
02093031,False
02093037,False
02093043,False
02093047,False
02093050,False
02093063,False
02093069,False
02093073,False
02093075,False
02093086,False
02093097,False
02093108,False
02093116,True
02093143,False
02093158,False
02093165,False
02093170,False
02093182,True
02093185,False
02093197,False
02093202,False
02093204,False
02093205,False
02093206,False
02093207,False
02093222,False
02093230,False
02093240,False
02093246,False
02093247,False
02093248,False
02093258,True
02093259,False
02093263,True
02093275,False
02093281,False
02093286,False
02093292,False
02093315,False
02093339,False
02093344,False
02093346,False
02093359,False
02093369,True
02093371,False
02093376,True
02093383,False
02093385,True
02093393,False
02093399,True
02093400,False
02093402,False
02093405,False
02093411,False
02093415,False
02093422,False
02093431,False
02093436,False
02093438,False
02093443,False
02093449,False
02093455,False
02093459,False
02093462,False
